"ID" "Q1A" "Q1B" "Q1C" "Q1D" "Q1E" "Q1F" "Q1G" "Q2" "Q3A" "Q3B" "Q3C" "Q3D" "Q3E" "Q3F" "Q3G" "Q3H" "Q3I" "Q3J" "Q4" "Q5" "Q7" "Q8" "Q28" "Q29" "Q30" "Q31" "Q32A" "Q32B" "Q32C" "Q32D" "Q32E" "Q33" "Q34" "Q35" "Q36" "Q37" "Q38" "Q39" "Q40" "Q41A" "Q41B" "Q9" "Q10" "Q11A" "Q11B" "Q11C" "Q11D" "Q11E" "Q12" "Q13" "Q14A" "Q14B" "Q14C" "Q14D" "Q14E" "Q14F" "Q15" "Q16A" "Q16B" "Q16C" "Q16D" "Q16E" "Q16F" "Q16G" "Q17" "Q18" "Q21A" "Q21B" "Q21C" "Q21D" "Q21E" "Q21F" "Q22" "Q23" "Q24A" "Q24B" "Q24C" "Q24D" "Q25A1" "Q25A2" "Q25A3" "Q25A4" "Q25A5" "Q25A6" "Q25A7" "Q25A8" "Q25A9" "Q25A10" "Q25A11" "Q25A12" "Q25A13" "Q25A14" "Q25A15" "Q25A16" "Q25B1" "Q25B2" "Q25B3" "Q25B4" "Q25B5" "Q25B6" "Q25B7" "Q25B8" "Q25B9" "Q25B10" "Q25B11" "Q25B12" "Q25B13" "Q25B14" "Q25B15" "Q25B16" "Q25B17" "Q25B18" "Q25B19" "Q25B20" "Q25B21" "Q25B22" "Q25B23" "Q25B24" "Q26" "Q27A" "Q27B" "Q27C" "Q27D" "Q27E" "Q27F" "Q27G" "Q27H" "GENDER" "BLACK" "ASIAN" "OTHER" "ZCPGRADE" "ZCOGRADE" "ZCRGRADE" "ZTOGRADE" "ZPRGRADE" "ZWRGRADE" "ZOTGRADE" "Q42" "ZGPA" "ZUGPA" "ZLSAT" "SCH_ID" "RACE_CAT" "WHITE" "HISP" "NOREPORT" "OTHR_CLA" "DIFF_GRA" "MALE" "REGION" "ZNATGRAD"
"1" 2261 3 3 2 2 1 1 1 3 1 1 1 0 0 0 0 0 0 0 2 4 3 1 1 3 4 5 0 0 0 0 1 1 0 0 1 NA 3 2 1 4 5 1 NA 1 1 1 1 0 0 NA 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 6 1 0 1 0 1 0 3 5 0 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 1 1 1 "M       " 0 0 0 NA NA NA -0.165416131898509 0.558404071499834 NA NA 0 -0.496656467726451 0.722850116507002 0.0872601216103655 21 "White       " 1 0 0 0.196493969800663 NA 1 "East        " 1.06256295144205
"2" 2262 2 2 1 5 2 2 4 3 0 1 1 0 0 0 0 0 0 0 2 4 2 1 2 5 3 3 0 1 1 0 0 1 0 1 1 1 3 2 1 4 6 4 1 1 0 1 1 0 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 1 NA 4 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 1 1 0 3 1 0 0 0 0 0 1 0 "M       " 0 0 0 NA NA NA 0.975044341784089 -0.18513738315579 NA NA 0 0.342715435874586 -1.0006031805795 1.93512152041808 21 "White       " 1 0 0 0.39495347931415 NA 1 "East        " -0.795561969153714
"3" 2263 2 3 1 5 2 3 5 1 0 0 1 0 0 0 0 0 0 0 NA 4 2 1 3 5 4 3 0 0 1 0 0 1 0 0 0 2 2 2 1 5 5 2 0 1 1 0 0 0 1 5 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 3 0 0 0 0 0 1 1 3 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 1 0 0 0 1 0 3 1 0 0 0 0 0 1 0 "M       " 0 0 0 NA NA NA 1.53676367956806 -0.928678837811413 NA NA 0 -0.160907706286036 -1.77893692765083 1.75033538053731 21 "White       " 1 0 0 0.304042420878321 NA 1 "East        " -1.92306495495211
"4" 2264 1 2 1 5 2 2 2 1 0 1 1 0 0 0 0 0 0 0 2 3 4 1 2 4 6 5 0 1 0 0 0 1 0 0 0 1 3 2 0 4 4 1 NA 1 1 1 0 0 0 NA 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 3 1 0 0 0 0 0 1 5 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 1 0 NA 0 0 0 0 0 0 0 0 "F       " 0 0 0 NA NA NA 0.975044341784089 1.29084789250388 NA NA 0 1.55514151885386 0.19469507385146 -0.097526018270406 21 "White       " 1 0 0 1.13294611714399 NA 0 "East        " 0.76490216319127
"5" 2265 3 2 1 5 1 3 2 3 0 0 0 0 1 0 0 0 0 0 3 5 4 1 3 3 2 4 0 1 0 0 0 1 0 0 1 2 2 2 1 2 5 1 NA 1 0 0 0 1 0 NA 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 2 0 0 0 0 0 1 NA 2 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 1 1 1 0 1 0 1 1 0 4 0 0 0 0 0 0 1 0 "M       " 0 0 0 NA NA NA 0.975044341784089 -0.551359293657813 NA NA 0 0.86499128700412 -0.111078898212276 0.64161854125268 21 "White       " 1 0 0 0.211842524063138 NA 1 "East        " -0.412210953982258
"6" 2267 3 1 1 5 1 1 3 1 0 1 1 0 0 0 0 0 0 0 1 2 3 1 3 4 4 3 0 0 0 1 0 1 0 NA 1 3 3 2 1 4 3 1 NA 0 0 1 0 0 1 5 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 NA 5 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 1 1 0 0 1 0 1 1 0 4 0 0 0 0 0 0 0 0 "M       " 0 0 0 NA NA NA -0.165416131898509 -0.928678837811413 NA NA 0 0.156188346185466 -1.33417478646722 1.38076310077577 21 "White       " 1 0 0 -0.547047484854961 NA 1 "East        " -1.1563629246092
"7" 2268 1 2 1 4 1 2 1 2 1 0 0 0 1 0 0 0 0 0 3 5 3 1 1 1 4 3 1 0 0 0 0 1 0 0 0 5 3 4 0 8 5 1 NA 1 1 1 1 1 1 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 1 0 0 0 NA 5 0 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 1 1 0 1 1 0 0 1 1 0 1 0 0 0 1 1 "F       " 1 0 0 NA NA NA -1.28885480746644 -2.03844220296906 NA NA 11 -1.6717771327679 -0.833817377635649 -1.94538741707812 21 "Black       " 0 0 0 -1.66364850521775 NA 0 "East        " -0.818112028869682
"8" 2269 2 2 1 5 1 2 2 2 0 0 0 0 0 0 0 0 0 0 3 4 2 1 2 4 6 NA 1 1 0 0 0 1 0 0 1 2 2 2 0 4 4 1 NA 1 1 1 1 0 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 1 1 0 0 NA 5 0 1 1 1 0 0 0 0 0 1 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 1 0 1 0 1 0 0 0 2 1 0 0 0 1 0 1 1 "F       " 0 0 0 NA NA NA -0.165416131898509 -0.928678837811413 NA NA 0 0.156188346185466 0.750647750330977 -0.282312158151177 21 "White       " 1 0 0 -0.547047484854961 NA 0 "East        " 1.1662932261355
"9" 2270 1 2 1 5 2 1 2 1 0 1 1 0 0 1 0 0 0 0 1 3 3 1 3 3 5 5 0 0 0 0 0 1 0 1 1 1 3 2 0 4 6 1 NA 1 1 1 1 0 0 NA 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 0 0 0 2 5 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 "F       " 0 0 0 NA NA NA 0.413325004000123 -0.18513738315579 NA NA 0 0.622506070408265 -1.30637715264324 0.64161854125268 21 "White       " 1 0 0 0.114093810422167 NA 0 "East        " -1.23303312764349
"10" 2271 1 1 1 4 3 2 3 1 0 1 1 0 0 0 0 0 0 0 2 3 2 1 3 6 3 3 0 0 1 1 0 1 0 1 1 2 3 2 1 4 2 1 NA 1 0 1 1 0 1 NA 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 5 0 0 0 0 0 1 NA 5 0 1 1 1 0 0 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 2 0 0 0 0 0 0 1 1 "M       " 0 0 0 NA NA NA 0.975044341784089 -0.18513738315579 NA NA 0 0.491937107625881 -0.69482920851577 0.456832401371908 21 "White       " 1 0 0 0.39495347931415 NA 1 "East        " NA
